Original u	Witness	Lower u	Upper u
0.8095489799	-0.1180255194 - 3.9008496426*E1 - 4.3834218761*E1^2 - 0.0088399439*E1^3 - 2.0674007352*E2 - 10.2160418777*E1*E2 + 0.5713970297*E2^2 + 1.4026389449*E3 + 7.0368187952*E1*E3 - 0.1464653928*E2*E3 + 0.0005731675*E3^2 + Piecewise[{{0., Inequality[-0.3107391017, LessEqual, E1, LessEqual, -0.3107391017]}, {-10.9083728127 - 35.1046030335*E1, E1 < -0.3107391017}}, 12.0967069914 + 38.9288213961*E1]	0.8095418211	0.8095585918
0.8095537152	-1.0426692353 - 8.064662763*E1 - 7.3763415301*E1^2 + 0.0628291531*E1^3 - 4.4085418564*E2 - 18.4671590795*E1*E2 + 0.5807675607*E2^2 + 3.0540260554*E3 + 12.5655617138*E1*E3 - 0.2693532908*E2*E3 - 0.0277887708*E3^2 + Piecewise[{{-22.2121841984 - 71.4782530895*E1, E1 < -0.3107544356}}, 20.3437151341 + 65.4655663823*E1]	0.8095489799	0.8095588773
0.8095587675	-0.4041556538 - 5.119366171*E1 - 5.6556983376*E1^2 - 0.0605225875*E1^3 - 3.2523274436*E2 - 13.847332346*E1*E2 + 0.5469022344*E2^2 + 2.2424013452*E3 + 9.6353838378*E1*E3 - 0.135376668*E2*E3 + 0.0015231942*E3^2 + Piecewise[{{-15.5834460029 - 50.1444993995*E1, E1 < -0.3107707962}}, 15.6968400443 + 50.5093793781*E1]	0.8095537152	0.809565085
0.8095633383	-1.5976865558 - 12.7059483273*E1 - 11.4782262473*E1^2 + 0.0154088756*E1^3 - 7.4825893054*E2 - 30.9026383492*E1*E2 + 0.9866033972*E2^2 + 5.014072032*E3 + 20.7124896023*E1*E3 - 0.3834647947*E2*E3 - 0.0376891544*E3^2 + Piecewise[{{33.1429533833 + 106.6425009828*E1, E1 >= -0.3107855975}}, -36.5704586128 - 117.6710211507*E1]	0.8095587675	0.8095682895
0.8095681677	-6.2876237852 - 46.8675086279*E1 - 39.858801955*E1^2 - 0.0571705335*E1^3 - 24.7121245194*E2 - 104.4744507781*E1*E2 + 3.4689295829*E2^2 + 16.7085927951*E3 + 70.0053733921*E1*E3 - 1.5063518733*E2*E3 - 0.1502151937*E3^2 + Piecewise[{{-123.5137425682 - 397.4042831294*E1, E1 < -0.3108012365}}, 115.301268164 + 370.9807254307*E1]	0.8095633383	0.8095734372
0.8095725985	-1.0524590776 - 7.7386345139*E1 - 7.0538397967*E1^2 + 0.0248784049*E1^3 - 4.3403958503*E2 - 17.6355252725*E1*E2 + 0.5516246789*E2^2 + 2.8620005376*E3 + 11.6968171047*E1*E3 - 0.1847916457*E2*E3 - 0.0112341581*E3^2 + Piecewise[{{-21.1121492968 - 67.9250023034*E1, E1 < -0.3108155846}}, 19.4710208533 + 62.6449310166*E1]	0.8095681677	0.8095774416
0.8095769943	-1.0525049955 - 7.7381476668*E1 - 7.0531090617*E1^2 + 0.0248765776*E1^3 - 4.3404138066*E2 - 17.6344304161*E1*E2 + 0.551570222*E2^2 + 2.8620486384*E3 + 11.6961932244*E1*E3 - 0.1847661823*E2*E3 - 0.0112332993*E3^2 + Piecewise[{{-21.1119906573 - 67.921381195*E1, E1 < -0.3108298195}}, 19.4706065921 + 62.6407293327*E1]	0.8095725985	0.8095817991
0.8095820345	-0.191035684 - 1.7966385063*E1 - 1.7380487734*E1^2 - 0.0153553295*E1^3 - 1.0799348924*E2 - 4.6129624532*E1*E2 + 0.156092865*E2^2 + 0.735326206*E3 + 3.0973370123*E1*E3 - 0.0702166648*E2*E3 - 0.006897579*E3^2 + Piecewise[{{4.8666523808 + 15.6561453953*E1, E1 >= -0.3108461411}}, -5.5096708708 - 17.7247523521*E1]	0.8095769943	0.8095874104
0.8095871695	-0.2002570105 - 1.7983968567*E1 - 1.6484083136*E1^2 - 0.0153526392*E1^3 - 1.0347365502*E2 - 4.4673462132*E1*E2 + 0.1560966775*E2^2 + 0.6963155023*E3 + 2.9716964944*E1*E3 - 0.070214639*E2*E3 - 0.0068975247*E3^2 + Piecewise[{{4.7698942628 + 15.3440512174*E1, E1 >= -0.3108627699}}, -5.39052462 - 17.3405281752*E1]	0.8095820345	0.8095925682
0.8095921159	-0.1911514251 - 1.7969785625*E1 - 1.7381940009*E1^2 - 0.0153500473*E1^3 - 1.0803193504*E2 - 4.6137676383*E1*E2 + 0.1561003503*E2^2 + 0.7356036051*E3 + 3.0979372011*E1*E3 - 0.0702126875*E2*E3 - 0.0068974722*E3^2 + Piecewise[{{4.867975908 + 15.6587586265*E1, E1 >= -0.3108787883}}, -5.5112655334 - 17.728020505*E1]	0.8095871695	0.8095973917
0.8095970168	-0.1912077003 - 1.7971438899*E1 - 1.7382645936*E1^2 - 0.0153474792*E1^3 - 1.0805062789*E2 - 4.6141591029*E1*E2 + 0.1561039894*E2^2 + 0.735738483*E3 + 3.0982290079*E1*E3 - 0.070210754*E2*E3 - 0.0068974203*E3^2 + Piecewise[{{4.8686194148 + 15.6600291128*E1, E1 >= -0.3108946592}}, -5.5120408886 - 17.7296094504*E1]	0.8095921159	0.8096022439
0.8096018482	-0.2039466033 - 1.8333312843*E1 - 1.7229919312*E1^2 - 0.0153449472*E1^3 - 1.0833188659*E2 - 4.6229985718*E1*E2 + 0.1561075771*E2^2 + 0.7358619686*E3 + 3.0984861588*E1*E3 - 0.0702088477*E2*E3 - 0.0068973691*E3^2 + Piecewise[{{4.9104284173 + 15.7937139335*E1, E1 >= -0.3109103051}}, -5.5635010321 - 17.8942316848*E1]	0.8095970168	0.8096069615
0.8096067955	-0.200472552 - 1.7990092134*E1 - 1.6486704534*E1^2 - 0.0153423543*E1^3 - 1.0354492352*E2 - 4.468828218*E1*E2 + 0.1561112512*E2^2 + 0.6968270449*E3 + 2.972798803*E1*E3 - 0.0702068956*E2*E3 - 0.0068973166*E3^2 + Piecewise[{{4.7723506263 + 15.3488148709*E1, E1 >= -0.3109263267}}, -5.3934759745 - 17.3464757152*E1]	0.8096018482	0.8096119966
0.8096111905	-0.2284777823 - 2.0231245925*E1 - 2.0984267634*E1^2 + 0.015475152*E1^3 - 1.2971946311*E2 - 5.2797336007*E1*E2 + 0.1610691068*E2^2 + 0.8859474202*E3 + 3.5765337429*E1*E3 - 0.0600025271*E2*E3 - 0.0041759979*E3^2 + Piecewise[{{5.5216840038 + 17.7580049689*E1, E1 >= -0.3109405597}, {-6.1580860571 - 19.8047050006*E1, E1 < -0.3109405597}}, -3.8101326216 - 12.2535722763*E1]	0.8096067955	0.8096160721
0.8096155234	-0.2688271587 - 2.0620773217*E1 - 1.8323762414*E1^2 + 0.0057145666*E1^3 - 1.2160528504*E2 - 5.0010818212*E1*E2 + 0.1579399694*E2^2 + 0.8264998903*E3 + 3.3772695549*E1*E3 - 0.0597659091*E2*E3 - 0.0044196228*E3^2 + Piecewise[{{5.3821425732 + 17.3084518548*E1, E1 >= -0.3109545913}}, -5.9610658103 - 19.1702131959*E1]	0.8096111905	0.8096202017
0.8096201861	-0.2234976191 - 1.8977818651*E1 - 1.7545876737*E1^2 + 0.0062406367*E1^3 - 1.1070295414*E2 - 4.6378931297*E1*E2 + 0.1644210744*E2^2 + 0.7465669631*E3 + 3.1336521364*E1*E3 - 0.0514358788*E2*E3 - 0.0016438689*E3^2 + Piecewise[{{4.9620601901 + 15.9567325211*E1, E1 >= -0.3109696915}}, -5.5322203291 - 17.7902235477*E1]	0.8096155234	0.8096251985
0.8096247168	-0.2354459621 - 2.0572824275*E1 - 1.9574971474*E1^2 + 0.0045709972*E1^3 - 1.2569813444*E2 - 5.2039884442*E1*E2 + 0.1806805621*E2^2 + 0.838886144*E3 + 3.5003691223*E1*E3 - 0.052680662*E2*E3 - 0.0011840436*E3^2 + Piecewise[{{5.4624744032 + 17.5651094826*E1, E1 >= -0.3109843641}}, -6.0643067411 - 19.5003589914*E1]	0.8096201861	0.8096296627
0.8096291189	-0.2244760619 - 1.9826830294*E1 - 2.0101903638*E1^2 + 0.0154791505*E1^3 - 1.2407522513*E2 - 5.0973627739*E1*E2 + 0.1610819746*E2^2 + 0.8398858053*E3 + 3.4278186451*E1*E3 - 0.0599976754*E2*E3 - 0.0041763254*E3^2 + Piecewise[{{5.3591004442 + 17.2319106683*E1, E1 >= -0.3109986204}}, -5.95796241 - 19.1575203868*E1]	0.8096247168	0.8096339806
0.809633466	-0.2367469178 - 2.0174965297*E1 - 1.9953737253*E1^2 + 0.0154801201*E1^3 - 1.243404528*E2 - 5.1056847433*E1*E2 + 0.161085095*E2^2 + 0.8399599485*E3 + 3.4279167531*E1*E3 - 0.0599964989*E2*E3 - 0.0041764048*E3^2 + Piecewise[{{5.3992174563 + 17.3601189993*E1, E1 >= -0.3110126985}, {-6.0073738552 - 19.3155259708*E1, E1 < -0.3110126985}}, -1.4223064765 - 4.5731459947*E1]	0.8096291189	0.8096382329
0.8096379506	-0.2272491415 - 1.9173962323*E1 - 1.7793455809*E1^2 + 0.0062489053*E1^3 - 1.1087814329*E2 - 4.6427570521*E1*E2 + 0.164436717*E2^2 + 0.7444119757*E3 + 3.126208297*E1*E3 - 0.0514259689*E2*E3 - 0.0016426064*E3^2 + Piecewise[{{4.9885174006 + 16.0388449754*E1, E1 >= -0.3110272222}, {-5.5010285393 - 17.6866465251*E1, E1 < -0.3110272222}}, 3.4631386457 + 11.1345194187*E1]	0.809633466	0.8096428198
0.8096423461	-0.2285413789 - 1.9296140593*E1 - 1.8053871722*E1^2 + 0.0062509513*E1^3 - 1.1257485289*E2 - 4.6971159504*E1*E2 + 0.1644405879*E2^2 + 0.7582260369*E3 + 3.1704934438*E1*E3 - 0.0514235167*E2*E3 - 0.0016422939*E3^2 + Piecewise[{{5.03760437 + 16.1959258241*E1, E1 >= -0.3110414573}, {-5.5614694357 - 17.8801548986*E1, E1 < -0.3110414573}}, -3.4271005971 - 11.0181473148*E1]	0.8096379506	0.8096471278
0.8096466452	-0.2150696899 - 1.8994312167*E1 - 1.8477028625*E1^2 + 0.0062529525*E1^3 - 1.155707608*E2 - 4.7932415845*E1*E2 + 0.1644443742*E2^2 + 0.7882662538*E3 + 3.2669422591*E1*E3 - 0.0514211183*E2*E3 - 0.0016419884*E3^2 + Piecewise[{{5.0702117197 + 16.3000290046*E1, E1 >= -0.3110553802}}, -5.6654200718 - 18.2135414848*E1]	0.8096423461	0.8096513291
0.8096694324	0.1451228138 - 0.3033467844*E1 - 0.3972082204*E1^2 + 0.0124410226*E1^3 + 0.0063508945*E2 - 1.121229202*E1*E2 + 0.1556910803*E2^2 - 0.0995933611*E3 + 0.4140843433*E1*E3 - 0.0711502545*E2*E3 - 0.00697398*E3^2 + Piecewise[{{-0.5931781106 - 1.9065332006*E1, E1 < -0.3111291796}}, 0.9967645402 + 3.2036999599*E1]	0.8096466452	0.8097047459
0.8096915174	0.1255481801 - 0.2607838445*E1 - 0.3238880262*E1^2 + 0.0091856622*E1^3 - 0.0052347349*E2 - 0.9858217785*E1*E2 + 0.1407478649*E2^2 - 0.0775016329*E3 + 0.3975509043*E1*E3 - 0.0530253729*E2*E3 - 0.0039555224*E3^2 + Piecewise[{{-0.6275154361 - 2.0164331975*E1, E1 < -0.3112007067}}, 0.8680950206 + 2.7895020863*E1]	0.8096694324	0.8097203437
0.8097149803	0.20813127 - 0.3783364588*E1 - 0.5749226909*E1^2 + 0.015232121*E1^3 + 0.0619613437*E2 - 1.3375642695*E1*E2 + 0.2099440828*E2^2 - 0.1691406723*E3 + 0.4423932441*E1*E3 - 0.0956341186*E2*E3 - 0.009582509*E3^2 + Piecewise[{{-0.7404897494 - 2.3788794761*E1, E1 < -0.3112766985}}, 1.2220173693 + 3.9258234724*E1]	0.8096915174	0.8097493401
0.8097306841	0.0151508477 - 0.0609684809*E1 - 0.0917801327*E1^2 + 0.0015398972*E1^3 - 0.0075576477*E2 - 0.1609871243*E1*E2 + 0.0217103832*E2^2 - 0.0071527617*E3 + 0.0715910369*E1*E3 - 0.0056562887*E2*E3 + 0.0001923462*E3^2 + Piecewise[{{-0.1192002221 - 0.3828771903*E1, E1 < -0.3113275617}}, 0.1639472396 + 0.526606892*E1]	0.8097149803	0.809753082
0.809746154	0.0152592541 - 0.0582944264*E1 - 0.0834793296*E1^2 + 0.0014446576*E1^3 - 0.0082756821*E2 - 0.1677944205*E1*E2 + 0.0208409244*E2^2 - 0.0072649248*E3 + 0.0700231229*E1*E3 - 0.0073811188*E2*E3 - 0.0004334129*E3^2 + Piecewise[{{-0.1273225358 - 0.4089006659*E1, E1 < -0.311377668}}, 0.1685841487 + 0.541413743*E1]	0.8097306841	0.8097670379
0.8097493506	-0.6600737849 - 5.3994451058*E1 - 5.4410559776*E1^2 + 0.0451864212*E1^3 - 3.3780466526*E2 - 13.6054764827*E1*E2 + 0.4050953567*E2^2 + 2.3007537599*E3 + 9.2047470043*E1*E3 - 0.1459678821*E2*E3 - 0.0093779226*E3^2 + Piecewise[{{-16.2750286735 - 52.2660717602*E1, E1 == -0.3113880214 || E1 < -0.3113880214}}, 14.5046221545 + 46.5805398927*E1]	0.809746154	0.8097528437
0.8097528349	-0.6596303243 - 6.8560064175*E1 - 7.1428230044*E1^2 + 0.0657876424*E1^3 - 4.0347133561*E2 - 17.4143239318*E1*E2 + 0.6058736183*E2^2 + 2.8253542293*E3 + 11.9223524245*E1*E3 - 0.2806284618*E2*E3 - 0.028959043*E3^2 + Piecewise[{{-20.3591379502 - 65.3795223192*E1, E1 < -0.3113993071}}, 18.4537952596 + 59.2608745028*E1]	0.8097493505	0.8097567076
0.8097558893	-1.0547662157 - 8.3056025155*E1 - 7.7237280738*E1^2 + 0.0657884403*E1^3 - 4.5987445106*E2 - 19.2249008451*E1*E2 + 0.6058602825*E2^2 + 3.1973247065*E3 + 13.116386164*E1*E3 - 0.2806151836*E2*E3 - 0.0289582959*E3^2 + Piecewise[{{0., Inequality[-0.3114092004, LessEqual, E1, LessEqual, -0.3114092004]}, {-23.0814320742 - 74.1193004176*E1, E1 < -0.3114092004}}, 21.1401292306 + 67.8853714218*E1]	0.8097528349	0.8097592331
0.8097588837	-0.7848175843 - 5.9622191203*E1 - 5.7563046366*E1^2 + 0.0503139323*E1^3 - 3.5704375429*E2 - 14.2820844834*E1*E2 + 0.4288097123*E2^2 + 2.4010285962*E3 + 9.6117005618*E1*E3 - 0.1360311815*E2*E3 - 0.0055139186*E3^2 + Piecewise[{{-17.1068894596 - 54.9320850044*E1, E1 < -0.3114188995}}, 15.5120274222 + 49.8108093208*E1]	0.8097558893	0.8097621701
0.8097618923	-1.0821289035 - 8.3684527048*E1 - 7.6446871924*E1^2 + 0.0657900085*E1^3 - 4.5772240638*E2 - 19.1544179869*E1*E2 + 0.6058340781*E2^2 + 3.1747885205*E3 + 13.0430807345*E1*E3 - 0.2805890904*E2*E3 - 0.0289568279*E3^2 + Piecewise[{{-23.1004485973 - 74.1757349803*E1, E1 < -0.3114286445}}, 21.1553994643 + 67.9301658345*E1]	0.8097588837	0.8097651692
0.8097648704	-1.0550636783 - 8.305842829*E1 - 7.7233352374*E1^2 + 0.0657907866*E1^3 - 4.5995683628*E2 - 19.2254808536*E1*E2 + 0.6058210812*E2^2 + 3.1979405146*E3 + 13.1169548845*E1*E3 - 0.2805761476*E2*E3 - 0.0289560997*E3^2 + Piecewise[{{-23.0846520887 - 74.122716411*E1, E1 < -0.3114382905}}, 21.1424901187 + 67.8866111247*E1]	0.8097618923	0.8097681305
0.8097674977	-1.2191007486 - 9.0741512791*E1 - 8.4996734341*E1^2 + 0.0657914731*E1^3 - 5.3781311773*E2 - 21.7247027001*E1*E2 + 0.6058096165*E2^2 + 3.8411845057*E3 + 15.1818842877*E1*E3 - 0.2805647299*E2*E3 - 0.0289554574*E3^2 + Piecewise[{{23.5687563594 + 75.6750633182*E1, E1 >= -0.3114468006}, {-26.659687721 - 85.5994913592*E1, E1 < -0.3114468006}}, 20.6254447116 + 66.2246157886*E1]	0.8097648704	0.8097703179
0.8097705209	-0.6847462308 - 5.1872010381*E1 - 4.9609783843*E1^2 + 0.0362382652*E1^3 - 3.0615832415*E2 - 12.3266208457*E1*E2 + 0.3733226065*E2^2 + 2.0670431476*E3 + 8.2964780492*E1*E3 - 0.1261025212*E2*E3 - 0.0061959323*E3^2 + Piecewise[{{-14.7458891932 - 47.3449255204*E1, E1 < -0.3114565929}}, 13.4193548585 + 43.0857948261*E1]	0.8097674977	0.8097738412
0.8097734312	-1.0825073596 - 8.3687180737*E1 - 7.644124494*E1^2 + 0.0657930236*E1^3 - 4.5782386947*E2 - 19.1550308784*E1*E2 + 0.6057837301*E2^2 + 3.1755441058*E3 + 13.0437059178*E1*E3 - 0.280538948*E2*E3 - 0.0289540069*E3^2 + Piecewise[{{-23.1044285191 - 74.1796120896*E1, E1 < -0.3114660197}}, 21.1583047333 + 67.9313420929*E1]	0.8097705209	0.8097766009
0.8097759943	-1.2193950662 - 9.0743680376*E1 - 8.4992153856*E1^2 + 0.0657936935*E1^3 - 5.3789776292*E2 - 21.7252458341*E1*E2 + 0.6057725501*E2^2 + 3.8418316911*E3 + 15.1824472337*E1*E3 - 0.2805278123*E2*E3 - 0.0289533805*E3^2 + Piecewise[{{-26.6630755176 - 85.6028046186*E1, E1 < -0.3114743219}}, 23.5711597334 + 75.6760929535*E1]	0.8097734312	0.8097787454
0.8097787848	-0.5495301565 - 5.6490062613*E1 - 6.5276626002*E1^2 - 0.0013109116*E1^3 - 3.7996882963*E2 - 15.4499340115*E1*E2 + 0.4645546904*E2^2 + 2.6026053511*E3 + 10.4747835771*E1*E3 - 0.1841704157*E2*E3 - 0.0147347777*E3^2 + Piecewise[{{-17.5047695738 - 56.1980888613*E1, E1 < -0.3114833605}}, 17.1353487564 + 55.0120838792*E1]	0.8097759943	0.8097822225
0.8097817622	-0.7776724782 - 6.1893801944*E1 - 5.9114304888*E1^2 - 0.0013098454*E1^3 - 3.6418345145*E2 - 14.9426682842*E1*E2 + 0.4645509226*E2^2 + 2.4326459654*E3 + 9.9288143615*E1*E3 - 0.1841637304*E2*E3 - 0.0147345361*E3^2 + Piecewise[{{-17.7374509163 - 56.9433362833*E1, E1 < -0.3114930047}}, 16.2190286647 + 52.0686770496*E1]	0.8097787848	0.8097850329
0.8097847155	-0.7777505213 - 6.1894925467*E1 - 5.9113633719*E1^2 - 0.001308788*E1^3 - 3.6420589225*E2 - 14.9429077022*E1*E2 + 0.4645471862*E2^2 + 2.4328114726*E3 + 9.9290242607*E1*E3 - 0.1841570997*E2*E3 - 0.0147342964*E3^2 + Piecewise[{{-17.738375132 - 56.9445545225*E1, E1 < -0.3115025709}}, 16.2197364812 + 52.0693502939*E1]	0.8097817622	0.8097879597
0.8097877547	-0.6515919294 - 5.7303951592*E1 - 5.7380497586*E1^2 - 0.0013076999*E1^3 - 3.5339577662*E2 - 14.5953923631*E1*E2 + 0.4645433421*E2^2 + 2.3847186126*E3 + 9.7743084515*E1*E3 - 0.1841502765*E2*E3 - 0.0147340498*E3^2 + Piecewise[{{-17.2942016201 - 55.5168936193*E1, E1 < -0.3115124153}}, 15.5110472571 + 49.7927096847*E1]	0.8097847155	0.8097910758
0.8097908923	-0.2779481869 - 4.5760016866*E1 - 5.8829223486*E1^2 - 0.0013065767*E1^3 - 3.1571662516*E2 - 13.3853768241*E1*E2 + 0.4645393746*E2^2 + 2.1173895607*E3 + 8.9158350409*E1*E3 - 0.184143233*E2*E3 - 0.0147337952*E3^2 + Piecewise[{{-14.4773736327 - 46.472951344*E1, E1 < -0.3115225785}}, 14.677468306 + 47.1152632889*E1]	0.8097877547	0.8097949537
0.8097937717	-0.7779898562 - 6.1898371266*E1 - 5.9111575849*E1^2 - 0.0013055459*E1^3 - 3.6427471315*E2 - 14.9436420244*E1*E2 + 0.4645357344*E2^2 + 2.4333190524*E3 + 9.9296680326*E1*E3 - 0.1841367694*E2*E3 - 0.0147335615*E3^2 + Piecewise[{{-17.7412095683 - 56.9482908623*E1, E1 < -0.3115319055}}, 16.2219072266 + 52.0714152847*E1]	0.8097908923	0.8097969347
0.8097967349	-0.6518167546 - 5.7307383776*E1 - 5.7378741477*E1^2 - 0.0013044853*E1^3 - 3.5346502771*E2 - 14.5961853131*E1*E2 + 0.4645319893*E2^2 + 2.3852349017*E3 + 9.7750028888*E1*E3 - 0.1841301183*E2*E3 - 0.0147333211*E3^2 + Piecewise[{{-17.2970442058 - 55.5208343057*E1, E1 < -0.3115415037}}, 15.513183387 + 49.7949172205*E1]	0.8097937717	0.8097999727
0.8097995788	-0.7423057579 - 6.088955431*E1 - 5.955727812*E1^2 - 0.0013034674*E1^3 - 3.6365913913*E2 - 14.9229379972*E1*E2 + 0.4645283958*E2^2 + 2.4343510089*E3 + 9.9323484238*E1*E3 - 0.1841237353*E2*E3 - 0.0147330904*E3^2 + Piecewise[{{-17.6025027951 - 56.4996384428*E1, E1 < -0.3115507157}}, 16.1092158965 + 51.7065603876*E1]	0.8097967349	0.8098027247
0.809802388	-0.7782175879 - 6.1901650409*E1 - 5.9109618311*E1^2 - 0.001302462*E1^3 - 3.6434019983*E2 - 14.9443408831*E1*E2 + 0.464524847*E2^2 + 2.43380205*E3 + 9.9302806963*E1*E3 - 0.1841174308*E2*E3 - 0.0147328625*E3^2 + Piecewise[{{-17.7439067855 - 56.9518465665*E1, E1 < -0.3115598151}}, 16.2239728474 + 52.0733806524*E1]	0.8097995788	0.8098054735
0.8098051744	-0.7782912393 - 6.1902711012*E1 - 5.9108985336*E1^2 - 0.0013014648*E1^3 - 3.6436137956*E2 - 14.9445669319*E1*E2 + 0.4645213278*E2^2 + 2.4339582632*E3 + 9.9304788612*E1*E3 - 0.1841111777*E2*E3 - 0.0147326365*E3^2 + Piecewise[{{-17.7447791424 - 56.9529966341*E1, E1 < -0.3115688408}}, 16.2246409206 + 52.074016381*E1]	0.809802388	0.8098082349
0.8098079382	-0.7783642969 - 6.1903763103*E1 - 5.9108357521*E1^2 - 0.0013004757*E1^3 - 3.6438238876*E2 - 14.9447911719*E1*E2 + 0.4645178379*E2^2 + 2.4341132195*E3 + 9.9306754387*E1*E3 - 0.1841049756*E2*E3 - 0.0147324124*E3^2 + Piecewise[{{-17.7456444856 - 56.9541374797*E1, E1 == -0.3115777935 || E1 < -0.3115777935}}, 16.2253036189 + 52.0746470328*E1]	0.8098051744	0.8098109739
0.8098106796	-0.7784367653 - 6.190480675*E1 - 5.9107734825*E1^2 - 0.0012994948*E1^3 - 3.6440322877*E2 - 14.9450136174*E1*E2 + 0.464514377*E2^2 + 2.4342669289*E3 + 9.9308704413*E1*E3 - 0.1840988242*E2*E3 - 0.01473219*E3^2 + Piecewise[{{-17.7465028705 - 56.9552691762*E1, E1 < -0.3115866737}}, 16.2259609848 + 52.0752726481*E1]	0.8098079382	0.8098136907
0.8098133989	-0.7785086493 - 6.1905842019*E1 - 5.9107117206*E1^2 - 0.0012985218*E1^3 - 3.6442390092*E2 - 14.9452342821*E1*E2 + 0.464510945*E2^2 + 2.434419401*E3 + 9.931063881*E1*E3 - 0.1840927229*E2*E3 - 0.0147319695*E3^2 + Piecewise[{{0., Inequality[-0.311595482, LessEqual, E1, LessEqual, -0.311595482]}, {-17.7473543514 - 56.9563917944*E1, E1 < -0.311595482}}, 16.22661306 + 52.0758932651*E1]	0.8098106796	0.8098163855
0.8098160828	-0.7679061489 - 6.1766063298*E1 - 5.9753905335*E1^2 - 0.0012975615*E1^3 - 3.6735162542*E2 - 15.0387537913*E1*E2 + 0.4645075582*E2^2 + 2.4604765224*E3 + 10.0143943395*E1*E3 - 0.1840867012*E2*E3 - 0.0147317519*E3^2 + Piecewise[{{-17.8091274951 - 57.1530449977*E1, E1 < -0.311604176}}, 16.2767224974 + 52.2352514781*E1]	0.8098133989	0.8098190413
0.8098187583	-0.7786503353 - 6.1907882686*E1 - 5.9105900018*E1^2 - 0.0012966043*E1^3 - 3.6446464715*E2 - 14.9456692594*E1*E2 + 0.4645041829*E2^2 + 2.4347199366*E3 + 9.9314451871*E1*E3 - 0.1840806989*E2*E3 - 0.014731535*E3^2 + Piecewise[{{-17.7490327079 - 56.9586046605*E1, E1 < -0.3116128426}}, 16.2278983573 + 52.077116664*E1]	0.8098160828	0.8098216968
0.809821336	-0.423928959 - 5.213147876*E1 - 6.4265094718*E1^2 - 0.0012956821*E1^3 - 3.6238701891*E2 - 14.8785779668*E1*E2 + 0.4645009316*E2^2 + 2.4785588382*E3 + 10.0718448164*E1*E3 - 0.1840749162*E2*E3 - 0.014731326*E3^2 + Piecewise[{{-16.5054592777 - 52.9664210017*E1, E1 < -0.3116211926}}, 16.3238518176 + 52.3836382372*E1]	0.8098187583	0.8098245884
0.8098240675	-0.6525012159 - 5.7317835449*E1 - 5.7373398759*E1^2 - 0.001294705*E1^3 - 3.5367587216*E2 - 14.5986002717*E1*E2 + 0.4644974871*E2^2 + 2.3868068757*E3 + 9.7771177129*E1*E3 - 0.184068789*E2*E3 - 0.0147311046*E3^2 + Piecewise[{{-17.3056995411 - 55.5328347255*E1, E1 < -0.3116300406}}, 15.5196874268 + 49.8016410614*E1]	0.809821336	0.8098270517
0.8098266783	-0.7788597309 - 6.1910898834*E1 - 5.9104101544*E1^2 - 0.0012937712*E1^3 - 3.6452486696*E2 - 14.9463122007*E1*E2 + 0.4644941956*E2^2 + 2.4351641114*E3 + 9.9320087844*E1*E3 - 0.1840629329*E2*E3 - 0.0147308929*E3^2 + Piecewise[{{-17.7515132622 - 56.9618753717*E1, E1 < -0.3116384976}}, 16.2297979586 + 52.0789250453*E1]	0.8098240675	0.8098295455
0.809829389	-0.258340987 - 2.1329624837*E1 - 1.9843899807*E1^2 + 0.0154209757*E1^3 - 1.2999698911*E2 - 5.3200311662*E1*E2 + 0.181740721*E2^2 + 0.8761571538*E3 + 3.6087013768*E1*E3 - 0.0494227845*E2*E3 - 0.0002427566*E3^2 + Piecewise[{{5.6118458434 + 18.0070426678*E1, E1 >= -0.3116472786}}, -6.2519316525 - 20.060921694*E1]	0.8098266783	0.809832334
0.8098321996	-0.2444838451 - 2.0263596767*E1 - 1.9061944762*E1^2 + 0.0143126113*E1^3 - 1.1951742155*E2 - 4.9536176681*E1*E2 + 0.1674558682*E2^2 + 0.8167159563*E3 + 3.366785562*E1*E3 - 0.0562859673*E2*E3 - 0.0024763706*E3^2 + Piecewise[{{5.2885783474 + 16.9692604898*E1, E1 >= -0.3116563831}}, -5.8344946259 - 18.7209213195*E1]	0.809829389	0.8098352766
0.809835122	-0.0978976276 - 1.5784706014*E1 - 1.8571820604*E1^2 + 0.0154231016*E1^3 - 1.0729573383*E2 - 4.5913598265*E1*E2 + 0.1817458699*E2^2 + 0.7158083052*E3 + 3.0940193932*E1*E3 - 0.0494194123*E2*E3 - 0.0002423604*E3^2 + Piecewise[{{-4.9687949575 - 15.9426994074*E1, E1 < -0.3116658497}, {5.052184966 + 16.2102616336*E1, E1 >= -0.3116658497}}, -2.937415111 - 9.4248860237*E1]	0.8098321996	0.8098388607
0.8098378375	-0.2868871502 - 2.2079347866*E1 - 1.9453459959*E1^2 + 0.01363656*E1^3 - 1.2212015824*E2 - 5.064882292*E1*E2 + 0.181279769*E2^2 + 0.8276605463*E3 + 3.4486424266*E1*E3 - 0.0489575579*E2*E3 + 0.0004381116*E3^2 + Piecewise[{{5.5108867669 + 17.6815369446*E1, E1 >= -0.3116746459}, {-6.0957463529 - 19.5580437238*E1, E1 < -0.3116746459}}, 3.9034248557 + 12.524037186*E1]	0.809835122	0.8098407451
